1863	F	50	16	08033
1864	M	35	17	90680
1865	M	45	7	19008
1866	M	35	0	66204
1867	F	35	3	20110
1868	F	18	11	29063
1869	M	35	7	19901
187	M	45	7	33135
1870	M	56	16	79705
1871	M	45	7	53713
1872	M	50	0	66048
1873	F	45	6	37766
1874	M	25	20	22032
1875	F	25	7	75240
1876	F	25	14	94114
1877	M	35	1	50677
1878	M	56	7	08901
1879	F	25	14	23221
188	M	50	19	13903
1880	M	45	0	90404
1881	M	35	20	10027
1882	F	50	9	01450
1883	F	1	10	90039
1884	M	50	18	97321
1885	M	56	20	95123
1886	M	50	17	85712
1887	M	25	1	29440
1888	M	50	17	16801
1889	M	25	14	74114
189	F	25	1	94044
1890	M	45	20	43201
1891	M	25	0	29672
1892	M	35	1	32792
1893	F	35	7	55021
1894	F	50	7	02889
1895	M	35	17	44301
1896	F	50	1	78681
1897	M	18	4	02451
1898	F	25	5	60441
1899	M	56	7	01040
19	M	25	17	57006
190	F	18	20	55410
1900	M	35	17	95014
1901	M	25	0	32112
1902	M	56	14	40207
1903	M	25	7	91423
1904	M	25	7	91941
1905	M	50	16	60056
1906	M	1	10	46321
1907	F	45	12	85283
1908	M	45	4	77009
1909	M	25	17	80112
191	F	25	7	78230
1910	M	45	7	97720
1911	M	35	6	48439
1912	M	56	11	12144
1913	M	35	6	60025
1914	M	50	17	16803
1915	M	25	17	53188
1916	M	35	2	13676
1917	M	25	18	62330
1918	F	25	4	46807
1919	M	18	19	82070
192	M	35	17	97124
1920	M	45	7	08876
1921	M	25	16	71118
1922	M	50	1	39401
1923	M	25	3	91221
1924	M	18	4	43551
1925	M	35	7	07040
1926	M	25	15	99353
1927	M	35	14	48187
1928	M	35	17	58503
1929	M	45	18	47129
193	M	50	20	20009
1930	M	25	15	32603
1931	F	45	7	41722
1932	M	35	3	97202
1933	M	35	17	77536
1934	F	25	0	23221
1935	M	25	16	95437
1936	M	50	7	34243
1937	M	18	16	42141
1938	M	18	16	11211
1939	M	1	10	48655
194	F	18	4	02464
1940	M	18	4	23233
1941	M	56	6	77096
1942	M	35	17	94954
1943	M	35	7	53150
1944	M	25	7	63366
1945	M	25	15	60004
1946	M	25	0	10013
1947	M	25	17	49017
1948	M	25	4	70806
1949	F	25	0	19063
195	M	45	16	78204
1950	M	25	17	55410
1951	M	56	6	77379
1952	M	25	7	79416
1953	M	25	3	77057
1954	M	1	4	63376
1955	F	1	10	55391
1956	F	25	6	79416
1957	M	56	13	14215
1958	M	56	14	92630
1959	M	25	20	79912
196	F	25	3	79411
1960	M	18	12	19403
1961	M	35	1	48912
1962	M	35	17	26505
1963	M	25	15	28226
1964	F	35	2	22030
1965	M	25	17	55344
1966	M	25	16	47901
1967	M	35	6	78746
1968	M	25	6	70003
1969	M	50	6	93111
197	F	1	10	02131
1970	M	25	17	33823
1971	M	25	15	93107
1972	M	35	15	19406
1973	M	56	3	89185
1974	M	45	20	91607
1975	M	25	0	19010
1976	F	45	5	48341
1977	M	45	0	20851
1978	F	35	1	29070
1979	M	25	7	60559
198	M	35	1	83301
1980	M	50	6	32726
1981	M	25	18	55412
1982	M	25	14	80232
1983	M	25	6	73118
1984	M	35	6	18249
1985	M	1	10	28270
1986	M	50	0	98826
1987	M	35	3	68122
1988	M	25	18	36264
1989	M	25	2	43551
199	M	25	4	43201
1990	M	18	14	01604
1991	M	35	6	60061
1992	M	45	11	33133
1993	F	35	1	89431
1994	M	18	4	30606
1995	M	45	17	53545
1996	M	56	13	40511
1997	F	35	3	95826
1998	F	25	15	94002
1999	M	35	15	94002
2	F	45	0	01060
20	M	25	12	08876
200	F	35	7	10024
2000	M	18	3	48005
2001	M	25	20	75006
2002	M	25	16	97401
2003	M	50	6	11510
2004	M	50	16	80206
2005	M	25	1	46530
2006	M	18	4	45251
2007	M	25	0	21113
2008	M	25	6	43551
2009	M	25	12	56301
201	F	1	0	44260
2010	M	25	0	42445
2011	M	35	7	89128
2012	F	56	3	21114
2013	M	25	4	02140
2014	F	25	7	12533
2015	M	25	7	68164
2016	F	56	6	77018
2017	M	25	5	45011
2018	F	35	9	32404
2019	M	35	14	53403
202	M	25	1	27106
2020	M	50	20	95236
2021	M	25	6	77034
2022	M	35	17	54601
2023	F	45	20	75214
2024	M	25	14	17972
2025	M	50	0	33901
2026	F	45	3	75605
2027	M	25	0	48316
2028	M	25	1	77803
2029	M	18	4	49503
203	F	45	7	02038
2030	M	25	17	85210
2031	M	25	14	94533
2032	M	18	7	44039
2033	M	18	1	92802
2034	M	35	12	88005
2035	M	1	7	48038
2036	M	35	7	12110
2037	M	50	0	21050
2038	M	56	13	46143
2039	M	45	16	20880
204	M	25	7	60607
2040	F	25	1	01860
2041	M	35	7	08876
2042	M	35	17	30701
2043	M	45	0	74354
2044	M	35	17	45255
2045	M	18	14	32825
2046	M	35	17	22810
2047	M	50	7	43081
2048	M	25	0	22015
2049	M	25	4	32653
205	M	25	0	91604
2050	M	25	7	33309
2051	M	25	16	17350
2052	M	50	12	30030
2053	F	25	14	60647
2054	F	18	4	01742
2055	M	25	7	33324
2056	M	45	16	01880
